measure_name,datum,county_id,state_id,state_name,first_year,last_year,footnotes,sources
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",68890,37119,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",570,37121,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",1190,37123,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",3980,37125,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",4800,37127,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",15430,37129,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",860,37131,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",15310,37133,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",12010,37135,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",440,37137,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",2320,37139,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",2460,37141,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",540,37143,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",1850,37145,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",15940,37147,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",690,37149,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",6910,37151,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",2390,37153,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",7510,37155,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",4260,37157,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",7340,37159,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",3060,37161,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",2820,37163,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",1880,37165,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",3070,37167,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",2070,37169,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",3220,37171,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",750,37173,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",1390,37175,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",160,37177,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",9970,37179,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",2380,37181,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",60960,37183,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",780,37185,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",510,37187,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",5580,37189,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",6990,37191,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",3080,37193,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",4120,37195,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",1700,37197,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",670,37199,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-29",568850,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",6630,37001,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1400,37003,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",260,37005,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",870,37007,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",770,37009,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",500,37011,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1800,37013,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",410,37015,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1000,37017,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",4220,37019,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",13970,37021,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",3680,37023,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",12230,37025,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",3220,37027,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",460,37029,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",2980,37031,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",850,37033,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",7530,37035,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",3010,37037,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",730,37039,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",470,37041,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",270,37043,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",3740,37045,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1800,37047,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",5450,37049,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",17370,37051,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1140,37053,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1370,37055,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",6490,37057,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1790,37059,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1930,37061,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",21550,37063,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",2150,37065,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",19260,37067,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",2750,37069,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",10610,37071,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",430,37073,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",300,37075,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",2630,37077,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",610,37079,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",26940,37081,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1680,37083,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",6180,37085,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",2420,37087,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",4860,37089,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",690,37091,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",2470,37093,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",140,37095,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",9510,37097,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1600,37099,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",9510,37101,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",350,37103,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",2880,37105,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",2150,37107,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",3400,37109,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1880,37111,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",880,37113,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",900,37115,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",620,37117,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",77290,37119,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",430,37121,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",1070,37123,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",4430,37125,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",3920,37127,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 20-44 and at or above 250% of the federal poverty level",11500,37129,NC,"North Carolina",2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
